,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,company
2031,Mahindra Xylo D2 BS IV,2015,450000.0,20000.0,Diesel,Individual,Manual,First Owner,Mahindra
2032,Mahindra Xylo D2 BSIV,2013,450000.0,120000.0,Diesel,Individual,Manual,First Owner,Mahindra
2033,Mahindra Xylo D2 Maxx,2014,350000.0,170000.0,Diesel,Individual,Manual,First Owner,Mahindra
2034,Mahindra Xylo D4,2010,320000.0,90000.0,Diesel,Individual,Manual,Third Owner,Mahindra
2035,Mahindra Xylo D4,2014,350000.0,145000.0,Diesel,Individual,Manual,First Owner,Mahindra
2036,Mahindra Xylo D4,2015,500000.0,50000.0,Diesel,Individual,Manual,Second Owner,Mahindra
2037,Mahindra Xylo D4,2017,585000.0,85441.0,Diesel,Dealer,Manual,First Owner,Mahindra
2038,Mahindra Xylo D4,2017,600000.0,99700.0,Diesel,Individual,Manual,First Owner,Mahindra
2039,Mahindra Xylo D4,2017,750000.0,80000.0,Diesel,Individual,Manual,First Owner,Mahindra
2040,Mahindra Xylo D4,2018,750000.0,87000.0,Diesel,Individual,Manual,First Owner,Mahindra
2041,Mahindra Xylo D4 BSIV,2013,250000.0,200000.0,Diesel,Individual,Manual,Second Owner,Mahindra
2042,Mahindra Xylo D4 BSIV,2013,350000.0,151624.0,Diesel,Individual,Manual,Second Owner,Mahindra
2043,Mahindra Xylo E4,2009,229999.0,223158.4,Diesel,Individual,Manual,Third Owner,Mahindra
2044,Mahindra Xylo E4,2010,160000.0,130000.0,Diesel,Individual,Manual,First Owner,Mahindra
2045,Mahindra Xylo E4,2011,330000.0,100000.0,Diesel,Individual,Manual,Second Owner,Mahindra
2046,Mahindra Xylo E4,2012,400000.0,99000.0,Diesel,Dealer,Manual,First Owner,Mahindra
2047,Mahindra Xylo E4 8S,2010,325000.0,120000.0,Diesel,Individual,Manual,Third Owner,Mahindra
2048,Mahindra Xylo E4 ABS BS IV,2013,350000.0,42000.0,Diesel,Individual,Manual,First Owner,Mahindra
2049,Mahindra Xylo E4 BS III,2012,600000.0,60000.0,Diesel,Individual,Manual,First Owner,Mahindra
2050,Mahindra Xylo E6,2009,400000.0,68350.0,Diesel,Dealer,Manual,First Owner,Mahindra
2051,Mahindra Xylo E8,2009,290000.0,100000.0,Diesel,Individual,Manual,Second Owner,Mahindra
2052,Mahindra Xylo E8,2010,380000.0,72000.0,Diesel,Individual,Manual,Second Owner,Mahindra
2053,Mahindra Xylo E8 ABS Airbag BSIV,2011,275000.0,160000.0,Diesel,Individual,Manual,First Owner,Mahindra
2054,Mahindra Xylo E9,2012,300000.0,223158.4,Diesel,Individual,Manual,First Owner,Mahindra
2055,Mahindra Xylo H4,2019,599000.0,15000.0,Diesel,Individual,Manual,Third Owner,Mahindra
2057,Mahindra Xylo H4 ABS,2016,850000.0,40000.0,Diesel,Individual,Manual,First Owner,Mahindra
2058,Mahindra Xylo H8 ABS with Airbags,2018,1100000.0,70000.0,Diesel,Individual,Manual,First Owner,Mahindra
2059,Maruti 800 AC,1999,51786.64,100000.0,Petrol,Individual,Manual,Second Owner,Maruti
2060,Maruti 800 AC,2000,60000.0,40000.0,Petrol,Individual,Manual,Third Owner,Maruti
2061,Maruti 800 AC,2002,65000.0,100000.0,Petrol,Individual,Manual,Second Owner,Maruti
2063,Maruti 800 AC,2002,80000.0,70000.0,Petrol,Individual,Manual,Second Owner,Maruti
2064,Maruti 800 AC,2002,80000.0,40000.0,Petrol,Individual,Manual,Fourth & Above Owner,Maruti
2065,Maruti 800 AC,2004,51786.64,69111.0,Petrol,Individual,Manual,Third Owner,Maruti
2066,Maruti 800 AC,2006,55000.0,70000.0,Petrol,Individual,Manual,Second Owner,Maruti
2067,Maruti 800 AC,2006,100000.0,54000.0,Petrol,Individual,Manual,First Owner,Maruti
2068,Maruti 800 AC,2007,60000.0,70000.0,Petrol,Individual,Manual,First Owner,Maruti
2071,Maruti 800 AC,2007,80000.0,120000.0,Petrol,Individual,Manual,First Owner,Maruti
2072,Maruti 800 AC,2007,95000.0,100000.0,Petrol,Individual,Manual,Second Owner,Maruti
2073,Maruti 800 AC,2007,105000.0,60000.0,Petrol,Individual,Manual,Second Owner,Maruti
2074,Maruti 800 AC,2008,80000.0,50000.0,Petrol,Individual,Manual,Second Owner,Maruti
2075,Maruti 800 AC,2008,90000.0,70000.0,Petrol,Individual,Manual,Third Owner,Maruti
2076,Maruti 800 AC,2009,120000.0,223158.4,Petrol,Individual,Manual,Second Owner,Maruti
2077,Maruti 800 AC,2009,125000.0,50000.0,Petrol,Individual,Manual,Fourth & Above Owner,Maruti
2078,Maruti 800 AC,2012,180000.0,120000.0,Petrol,Individual,Manual,First Owner,Maruti
2079,Maruti 800 AC,2013,100000.0,80000.0,Petrol,Individual,Manual,First Owner,Maruti
2080,Maruti 800 AC,2014,195000.0,75000.0,Petrol,Individual,Manual,Second Owner,Maruti
2081,Maruti 800 AC,2014,225000.0,35000.0,Petrol,Individual,Manual,First Owner,Maruti
2082,Maruti 800 AC BSII,1992,51786.64,100000.0,Petrol,Individual,Manual,Fourth & Above Owner,Maruti
2083,Maruti 800 AC BSII,2001,51786.64,100000.0,Petrol,Individual,Manual,Second Owner,Maruti
2084,Maruti 800 AC BSII,2001,51786.64,72539.0,Petrol,Individual,Manual,Second Owner,Maruti
2085,Maruti 800 AC BSII,2004,55000.0,35000.0,Petrol,Individual,Manual,Third Owner,Maruti
2086,Maruti 800 AC BSIII,2005,100000.0,30000.0,Petrol,Individual,Manual,First Owner,Maruti
2088,Maruti 800 AC BSIII,2005,120000.0,20000.0,Petrol,Individual,Manual,Second Owner,Maruti
2089,Maruti 800 AC BSIII,2007,60000.0,52000.0,Petrol,Individual,Manual,First Owner,Maruti
2090,Maruti 800 AC BSIII,2007,75000.0,90000.0,Petrol,Individual,Manual,Second Owner,Maruti
2091,Maruti 800 AC BSIII,2008,58000.0,70000.0,Petrol,Individual,Manual,Second Owner,Maruti
2092,Maruti 800 AC BSIII,2009,110000.0,83000.0,Petrol,Individual,Manual,Second Owner,Maruti
2093,Maruti 800 AC Uniq,2005,65000.0,70000.0,Petrol,Individual,Manual,Second Owner,Maruti
2095,Maruti 800 AC Uniq,2009,110000.0,30000.0,Petrol,Individual,Manual,Second Owner,Maruti
2096,Maruti 800 DUO AC LPG,2009,85000.0,50000.0,LPG,Individual,Manual,Second Owner,Maruti
2097,Maruti 800 DX,2000,51786.64,60000.0,Petrol,Individual,Manual,First Owner,Maruti
2098,Maruti 800 DX,2003,60000.0,35000.0,Petrol,Individual,Manual,First Owner,Maruti
2099,Maruti 800 EX,2001,51786.64,30000.0,Petrol,Individual,Manual,First Owner,Maruti
2100,Maruti 800 EX,2004,51786.64,60000.0,Petrol,Individual,Manual,Third Owner,Maruti
2101,Maruti 800 Std,1997,51786.64,80000.0,Petrol,Individual,Manual,Second Owner,Maruti
2102,Maruti 800 Std,1998,51786.64,40000.0,Petrol,Individual,Manual,Fourth & Above Owner,Maruti
2104,Maruti 800 Std,1998,55000.0,80000.0,Petrol,Individual,Manual,Fourth & Above Owner,Maruti
2105,Maruti 800 Std,1999,51786.64,50000.0,Petrol,Individual,Manual,Third Owner,Maruti
2106,Maruti 800 Std,2001,65000.0,60000.0,Petrol,Individual,Manual,Third Owner,Maruti
2107,Maruti 800 Std,2003,51786.64,78098.0,Petrol,Individual,Manual,First Owner,Maruti
2108,Maruti 800 Std,2003,98000.0,54000.0,Petrol,Individual,Manual,First Owner,Maruti
2109,Maruti 800 Std,2004,51786.64,90000.0,Petrol,Individual,Manual,Second Owner,Maruti
2110,Maruti 800 Std,2013,170000.0,70000.0,Petrol,Individual,Manual,First Owner,Maruti
2112,Maruti 800 Std,2013,200000.0,60000.0,Petrol,Individual,Manual,First Owner,Maruti
2113,Maruti 800 Std BSII,2004,80000.0,60000.0,Petrol,Individual,Manual,Second Owner,Maruti
2114,Maruti 800 Std BSII,2006,90000.0,40000.0,Petrol,Individual,Manual,Second Owner,Maruti
2116,Maruti 800 Std BSIII,2003,60000.0,50000.0,Petrol,Individual,Manual,First Owner,Maruti
2117,Maruti 800 Std MPFi,2006,78000.0,64700.0,Petrol,Individual,Manual,First Owner,Maruti
2118,Maruti Alto 800 Base,2012,250000.0,8000.0,Petrol,Individual,Manual,First Owner,Maruti
2119,Maruti Alto 800 Base,2014,175000.0,40000.0,Petrol,Individual,Manual,First Owner,Maruti
2120,Maruti Alto 800 Base,2015,155000.0,40000.0,Petrol,Individual,Manual,First Owner,Maruti
2121,Maruti Alto 800 CNG LXI,2012,170000.0,97000.0,CNG,Individual,Manual,Second Owner,Maruti
2122,Maruti Alto 800 CNG LXI Optional,2019,300000.0,120000.0,CNG,Individual,Manual,First Owner,Maruti
2123,Maruti Alto 800 LX,2016,150000.0,25000.0,Petrol,Individual,Manual,Second Owner,Maruti
2124,Maruti Alto 800 LX,2017,180000.0,60000.0,Petrol,Individual,Manual,First Owner,Maruti
2125,Maruti Alto 800 LX,2017,280000.0,37000.0,Petrol,Individual,Manual,First Owner,Maruti
2126,Maruti Alto 800 LXI,2006,165000.0,132000.0,Petrol,Individual,Manual,First Owner,Maruti
2128,Maruti Alto 800 LXI,2012,120000.0,50000.0,Petrol,Individual,Manual,First Owner,Maruti
2129,Maruti Alto 800 LXI,2012,200000.0,90000.0,Petrol,Individual,Manual,Third Owner,Maruti
2130,Maruti Alto 800 LXI,2013,92800.0,25000.0,Petrol,Individual,Manual,Second Owner,Maruti
2134,Maruti Alto 800 LXI,2013,110000.0,50000.0,Petrol,Individual,Manual,First Owner,Maruti
2135,Maruti Alto 800 LXI,2013,210000.0,42000.0,Petrol,Individual,Manual,Third Owner,Maruti
2136,Maruti Alto 800 LXI,2013,225000.0,47000.0,Petrol,Dealer,Manual,First Owner,Maruti
2137,Maruti Alto 800 LXI,2013,250000.0,87000.0,Petrol,Individual,Manual,First Owner,Maruti
2138,Maruti Alto 800 LXI,2013,900000.0,60000.0,Petrol,Individual,Manual,Second Owner,Maruti
2139,Maruti Alto 800 LXI,2014,110000.0,25000.0,Petrol,Individual,Manual,First Owner,Maruti
2140,Maruti Alto 800 LXI,2014,114999.0,30000.0,Petrol,Individual,Manual,First Owner,Maruti
2141,Maruti Alto 800 LXI,2014,180000.0,56207.0,Petrol,Dealer,Manual,Second Owner,Maruti
2143,Maruti Alto 800 LXI,2014,180000.0,61000.0,Petrol,Individual,Manual,First Owner,Maruti
2144,Maruti Alto 800 LXI,2014,190000.0,90000.0,Petrol,Individual,Manual,Second Owner,Maruti
2145,Maruti Alto 800 LXI,2014,200000.0,40000.0,Petrol,Individual,Manual,First Owner,Maruti
2146,Maruti Alto 800 LXI,2014,204999.0,25000.0,Petrol,Individual,Manual,Second Owner,Maruti
2148,Maruti Alto 800 LXI,2014,210000.0,20000.0,Petrol,Individual,Manual,First Owner,Maruti
2149,Maruti Alto 800 LXI,2015,114999.0,35000.0,Petrol,Individual,Manual,First Owner,Maruti
2150,Maruti Alto 800 LXI,2015,240000.0,50000.0,Petrol,Individual,Manual,Second Owner,Maruti
2152,Maruti Alto 800 LXI,2015,250999.0,35000.0,Petrol,Dealer,Manual,First Owner,Maruti
2153,Maruti Alto 800 LXI,2015,265000.0,32933.0,Petrol,Dealer,Manual,First Owner,Maruti
2154,Maruti Alto 800 LXI,2015,280000.0,15000.0,Petrol,Individual,Manual,Second Owner,Maruti
2156,Maruti Alto 800 LXI,2015,285000.0,46000.0,Petrol,Individual,Manual,Second Owner,Maruti
2157,Maruti Alto 800 LXI,2015,310000.0,30000.0,Petrol,Individual,Manual,Second Owner,Maruti
2158,Maruti Alto 800 LXI,2016,130000.0,40000.0,Petrol,Individual,Manual,First Owner,Maruti
2159,Maruti Alto 800 LXI,2016,150000.0,60000.0,Petrol,Individual,Manual,First Owner,Maruti
2160,Maruti Alto 800 LXI,2016,210000.0,52000.0,Petrol,Individual,Manual,First Owner,Maruti
2161,Maruti Alto 800 LXI,2016,245000.0,68000.0,Petrol,Dealer,Manual,First Owner,Maruti
2162,Maruti Alto 800 LXI,2016,260000.0,45000.0,Petrol,Individual,Manual,Second Owner,Maruti
2163,Maruti Alto 800 LXI,2016,300000.0,25000.0,Petrol,Individual,Manual,First Owner,Maruti
2164,Maruti Alto 800 LXI,2017,160000.0,50000.0,Petrol,Individual,Manual,First Owner,Maruti
2165,Maruti Alto 800 LXI,2017,178000.0,35000.0,Petrol,Individual,Manual,First Owner,Maruti
2166,Maruti Alto 800 LXI,2017,250000.0,30000.0,Petrol,Individual,Manual,First Owner,Maruti
2167,Maruti Alto 800 LXI,2018,200000.0,35000.0,Petrol,Individual,Manual,First Owner,Maruti
2169,Maruti Alto 800 LXI,2018,275000.0,35000.0,Petrol,Individual,Manual,First Owner,Maruti
2170,Maruti Alto 800 LXI,2018,285000.0,30000.0,Petrol,Dealer,Manual,First Owner,Maruti
2171,Maruti Alto 800 LXI,2018,285000.0,14000.0,Petrol,Individual,Manual,First Owner,Maruti
2173,Maruti Alto 800 LXI,2018,300000.0,16584.0,Petrol,Dealer,Manual,First Owner,Maruti
2174,Maruti Alto 800 LXI,2018,300000.0,17000.0,Petrol,Individual,Manual,First Owner,Maruti
2175,Maruti Alto 800 LXI,2018,305000.0,35000.0,Petrol,Dealer,Manual,First Owner,Maruti
2176,Maruti Alto 800 LXI,2018,310000.0,5000.0,Petrol,Individual,Manual,First Owner,Maruti
2177,Maruti Alto 800 LXI,2019,190000.0,5000.0,Petrol,Individual,Manual,First Owner,Maruti
2178,Maruti Alto 800 LXI,2019,210000.0,20000.0,Petrol,Individual,Manual,First Owner,Maruti
2179,Maruti Alto 800 LXI,2019,280000.0,25880.0,Petrol,Individual,Manual,First Owner,Maruti
2180,Maruti Alto 800 LXI,2019,295000.0,10000.0,Petrol,Individual,Manual,First Owner,Maruti
2181,Maruti Alto 800 LXI,2019,300000.0,50000.0,Petrol,Individual,Manual,First Owner,Maruti
2183,Maruti Alto 800 LXI,2020,310000.0,1744.08,Petrol,Individual,Manual,First Owner,Maruti
2184,Maruti Alto 800 LXI,2020,347000.0,5000.0,Petrol,Individual,Manual,First Owner,Maruti
2185,Maruti Alto 800 LXI Airbag,2012,210000.0,15000.0,Petrol,Individual,Manual,First Owner,Maruti
2186,Maruti Alto 800 LXI Airbag,2014,250000.0,50000.0,Petrol,Individual,Manual,First Owner,Maruti
2187,Maruti Alto 800 LXI CNG,2013,245000.0,64111.0,CNG,Dealer,Manual,First Owner,Maruti
2188,Maruti Alto 800 LXI Opt BSIV,2018,315000.0,56000.0,Petrol,Dealer,Manual,First Owner,Maruti
2189,Maruti Alto 800 LXI Optional,2019,335000.0,28000.0,Petrol,Dealer,Manual,First Owner,Maruti
2190,Maruti Alto 800 Std Optional,2019,240000.0,5000.0,Petrol,Individual,Manual,First Owner,Maruti
2191,Maruti Alto 800 VXI,2014,160000.0,90000.0,Petrol,Individual,Manual,First Owner,Maruti
2192,Maruti Alto 800 VXI,2015,190000.0,70000.0,Petrol,Individual,Manual,First Owner,Maruti
2193,Maruti Alto 800 VXI,2016,220000.0,60000.0,Petrol,Individual,Manual,Second Owner,Maruti
2194,Maruti Alto 800 VXI,2016,245000.0,60000.0,Petrol,Individual,Manual,First Owner,Maruti
2196,Maruti Alto 800 VXI,2016,300000.0,30000.0,Petrol,Individual,Manual,First Owner,Maruti
2197,Maruti Alto 800 VXI,2017,150000.0,50000.0,Petrol,Individual,Manual,First Owner,Maruti
2198,Maruti Alto 800 VXI,2017,229999.0,40000.0,Petrol,Individual,Manual,First Owner,Maruti
2199,Maruti Alto 800 VXI,2017,282000.0,20000.0,Petrol,Individual,Manual,First Owner,Maruti
2200,Maruti Alto 800 VXI,2018,183000.0,40000.0,Petrol,Individual,Manual,First Owner,Maruti
2201,Maruti Alto 800 VXI,2018,195000.0,5000.0,Petrol,Individual,Manual,First Owner,Maruti
2202,Maruti Alto 800 VXI,2019,300000.0,5000.0,Petrol,Individual,Manual,First Owner,Maruti
2203,Maruti Alto 800 VXI,2020,210000.0,40000.0,Petrol,Individual,Manual,First Owner,Maruti
2204,Maruti Alto 800 VXI,2020,350000.0,1744.08,Petrol,Individual,Manual,First Owner,Maruti
2205,Maruti Alto Green LXi (CNG),2010,88000.0,80251.0,CNG,Dealer,Manual,Second Owner,Maruti
2206,Maruti Alto K10 2010-2014 VXI,2010,115999.0,70000.0,Petrol,Individual,Manual,First Owner,Maruti
2207,Maruti Alto K10 2010-2014 VXI,2010,200000.0,70000.0,Petrol,Individual,Manual,Third Owner,Maruti
2208,Maruti Alto K10 2010-2014 VXI,2010,225000.0,80000.0,Petrol,Individual,Manual,Second Owner,Maruti
2209,Maruti Alto K10 2010-2014 VXI,2011,135000.0,90000.0,Petrol,Individual,Manual,First Owner,Maruti
2210,Maruti Alto K10 2010-2014 VXI,2011,170000.0,90000.0,Petrol,Individual,Manual,Second Owner,Maruti
2211,Maruti Alto K10 2010-2014 VXI,2011,200000.0,40000.0,Petrol,Individual,Manual,First Owner,Maruti
2212,Maruti Alto K10 2010-2014 VXI,2012,200000.0,90000.0,Petrol,Individual,Manual,Second Owner,Maruti
2213,Maruti Alto K10 2010-2014 VXI,2012,260000.0,40000.0,Petrol,Individual,Manual,First Owner,Maruti
2215,Maruti Alto K10 2010-2014 VXI,2014,240000.0,50000.0,Petrol,Individual,Manual,First Owner,Maruti
2216,Maruti Alto K10 LX,2020,250000.0,1744.08,Petrol,Individual,Manual,Fourth & Above Owner,Maruti
2217,Maruti Alto K10 LXI,2010,175000.0,64000.0,Petrol,Dealer,Manual,First Owner,Maruti
2218,Maruti Alto K10 LXI,2010,229999.0,48500.0,Petrol,Individual,Manual,First Owner,Maruti
2219,Maruti Alto K10 LXI,2011,220000.0,70000.0,Petrol,Individual,Manual,Second Owner,Maruti
2220,Maruti Alto K10 LXI,2012,175000.0,20000.0,Petrol,Individual,Manual,Second Owner,Maruti
2221,Maruti Alto K10 LXI,2014,200999.0,40000.0,Petrol,Individual,Manual,First Owner,Maruti
2222,Maruti Alto K10 LXI,2014,220000.0,66000.0,Petrol,Dealer,Manual,First Owner,Maruti
2223,Maruti Alto K10 LXI,2015,138000.0,120000.0,Petrol,Individual,Manual,Fourth & Above Owner,Maruti
2224,Maruti Alto K10 LXI,2017,320000.0,50000.0,Petrol,Individual,Manual,First Owner,Maruti
2225,Maruti Alto K10 LXI CNG,2020,282000.0,40000.0,CNG,Individual,Manual,First Owner,Maruti
2226,Maruti Alto K10 LXI CNG Optional,2016,300000.0,50000.0,CNG,Individual,Manual,First Owner,Maruti
2227,Maruti Alto K10 VXI,2014,180000.0,100000.0,Petrol,Individual,Manual,Second Owner,Maruti
2228,Maruti Alto K10 VXI,2014,200000.0,80000.0,Petrol,Individual,Manual,Second Owner,Maruti
2229,Maruti Alto K10 VXI,2015,155000.0,60000.0,Petrol,Individual,Manual,First Owner,Maruti
2230,Maruti Alto K10 VXI,2015,265000.0,60000.0,Petrol,Individual,Manual,First Owner,Maruti
2231,Maruti Alto K10 VXI,2015,270000.0,59258.0,Petrol,Dealer,Manual,First Owner,Maruti
2232,Maruti Alto K10 VXI,2015,320000.0,60000.0,Petrol,Individual,Manual,Second Owner,Maruti
2233,Maruti Alto K10 VXI,2016,270000.0,25000.0,Petrol,Individual,Manual,First Owner,Maruti
2234,Maruti Alto K10 VXI,2016,300000.0,30000.0,Petrol,Individual,Manual,First Owner,Maruti
2235,Maruti Alto K10 VXI,2016,350000.0,20000.0,Petrol,Individual,Manual,First Owner,Maruti
2236,Maruti Alto K10 VXI,2016,350000.0,40000.0,Petrol,Individual,Manual,First Owner,Maruti
2237,Maruti Alto K10 VXI,2017,300000.0,31489.0,Petrol,Individual,Manual,First Owner,Maruti
2238,Maruti Alto K10 VXI,2017,320000.0,30000.0,Petrol,Individual,Manual,First Owner,Maruti
2239,Maruti Alto K10 VXI,2017,320000.0,50000.0,Petrol,Individual,Manual,Second Owner,Maruti
2240,Maruti Alto K10 VXI,2017,325000.0,15000.0,Petrol,Individual,Manual,First Owner,Maruti
2241,Maruti Alto K10 VXI,2017,350000.0,25000.0,Petrol,Dealer,Manual,First Owner,Maruti
2242,Maruti Alto K10 VXI,2018,231999.0,20000.0,Petrol,Individual,Manual,First Owner,Maruti
2243,Maruti Alto K10 VXI,2018,300000.0,35000.0,Petrol,Individual,Manual,First Owner,Maruti
2244,Maruti Alto K10 VXI,2018,320000.0,38900.0,Petrol,Individual,Manual,Third Owner,Maruti
2245,Maruti Alto K10 VXI,2018,380000.0,22155.0,Petrol,Individual,Manual,First Owner,Maruti
2247,Maruti Alto K10 VXI,2019,350000.0,5000.0,Petrol,Individual,Manual,First Owner,Maruti
2248,Maruti Alto K10 VXI AGS,2015,281000.0,4432.0,Petrol,Dealer,Automatic,Second Owner,Maruti
2249,Maruti Alto K10 VXI AGS,2017,375000.0,27289.0,Petrol,Dealer,Automatic,First Owner,Maruti
2251,Maruti Alto K10 VXI AGS Optional,2018,300000.0,25000.0,Petrol,Individual,Automatic,First Owner,Maruti
2252,Maruti Alto K10 VXI Airbag,2015,275000.0,30000.0,Petrol,Individual,Manual,First Owner,Maruti
2253,Maruti Alto K10 VXI Airbag,2017,290000.0,60000.0,Petrol,Individual,Manual,First Owner,Maruti
2254,Maruti Alto K10 VXI Airbag,2018,380000.0,25000.0,Petrol,Individual,Manual,First Owner,Maruti
2255,Maruti Alto K10 VXI Airbag,2019,350000.0,5000.0,Petrol,Individual,Manual,First Owner,Maruti
2256,Maruti Alto K10 VXI Optional,2014,285000.0,64000.0,Petrol,Dealer,Manual,Second Owner,Maruti
2257,Maruti Alto LX,2000,61000.0,90000.0,Petrol,Individual,Manual,Second Owner,Maruti
2258,Maruti Alto LX,2004,80000.0,120000.0,Petrol,Individual,Manual,First Owner,Maruti
2259,Maruti Alto LX,2004,100000.0,70000.0,Petrol,Individual,Manual,First Owner,Maruti
2260,Maruti Alto LX,2004,110000.0,60000.0,Petrol,Individual,Manual,First Owner,Maruti
2261,Maruti Alto LX,2006,52000.0,120000.0,Petrol,Individual,Manual,Third Owner,Maruti
2263,Maruti Alto LX,2006,65000.0,124439.0,Petrol,Individual,Manual,Second Owner,Maruti
2264,Maruti Alto LX,2006,75000.0,130000.0,Petrol,Individual,Manual,First Owner,Maruti
2265,Maruti Alto LX,2006,90000.0,60000.0,Petrol,Individual,Manual,Second Owner,Maruti
2266,Maruti Alto LX,2006,95000.0,90000.0,Petrol,Individual,Manual,Second Owner,Maruti
2267,Maruti Alto LX,2006,105000.0,100000.0,Petrol,Individual,Manual,Third Owner,Maruti
2268,Maruti Alto LX,2006,150000.0,140300.0,Petrol,Individual,Manual,First Owner,Maruti
2269,Maruti Alto LX,2007,70000.0,180000.0,Petrol,Individual,Manual,Third Owner,Maruti
2270,Maruti Alto LX,2007,70000.0,120000.0,Petrol,Individual,Manual,Third Owner,Maruti
2271,Maruti Alto LX,2007,100000.0,52000.0,Petrol,Individual,Manual,Second Owner,Maruti
2273,Maruti Alto LX,2008,65000.0,140000.0,Petrol,Individual,Manual,First Owner,Maruti
2274,Maruti Alto LX,2008,114999.0,66782.0,Petrol,Individual,Manual,Second Owner,Maruti
2275,Maruti Alto LX,2008,140000.0,54000.0,Petrol,Dealer,Manual,First Owner,Maruti
2276,Maruti Alto LX,2009,140000.0,120000.0,Petrol,Individual,Manual,Second Owner,Maruti
2277,Maruti Alto LX,2009,150000.0,60000.0,Petrol,Individual,Manual,Second Owner,Maruti
2279,Maruti Alto LX,2010,110000.0,88000.0,Petrol,Individual,Manual,Second Owner,Maruti
2280,Maruti Alto LX,2010,120000.0,90000.0,Petrol,Individual,Manual,First Owner,Maruti
2281,Maruti Alto LX,2011,114999.0,60000.0,Petrol,Individual,Manual,Third Owner,Maruti
2282,Maruti Alto LX,2011,135000.0,50000.0,Petrol,Individual,Manual,First Owner,Maruti
2284,Maruti Alto LX,2011,145000.0,25000.0,Petrol,Individual,Manual,First Owner,Maruti
2285,Maruti Alto LX,2011,151000.0,40000.0,Petrol,Individual,Manual,First Owner,Maruti
2286,Maruti Alto LX,2011,180000.0,36000.0,Petrol,Dealer,Manual,First Owner,Maruti
2287,Maruti Alto LX,2012,140000.0,70000.0,Petrol,Individual,Manual,Second Owner,Maruti
2289,Maruti Alto LX,2012,150000.0,90000.0,Petrol,Individual,Manual,First Owner,Maruti
2290,Maruti Alto LX,2012,155000.0,19077.0,Petrol,Individual,Manual,Second Owner,Maruti
2291,Maruti Alto LX,2012,220000.0,80000.0,Petrol,Individual,Manual,Second Owner,Maruti
2292,Maruti Alto LX BSIII,2006,160000.0,63230.0,Petrol,Individual,Manual,Second Owner,Maruti
2294,Maruti Alto LX BSIII,2007,125000.0,100000.0,Petrol,Individual,Manual,Second Owner,Maruti
2295,Maruti Alto LX BSIII,2007,135000.0,70000.0,Petrol,Individual,Manual,Second Owner,Maruti
2296,Maruti Alto LX BSIII,2007,140000.0,125000.0,Petrol,Individual,Manual,First Owner,Maruti
2298,Maruti Alto LX BSIII,2008,75000.0,120000.0,Petrol,Individual,Manual,First Owner,Maruti
2299,Maruti Alto LX BSIII,2008,85000.0,120000.0,Petrol,Individual,Manual,Second Owner,Maruti
2302,Maruti Alto LX BSIII,2008,110000.0,90000.0,Petrol,Individual,Manual,Second Owner,Maruti
2303,Maruti Alto LX BSIII,2008,110000.0,120000.0,Petrol,Individual,Manual,Third Owner,Maruti
2304,Maruti Alto LXi,2000,65000.0,90000.0,Petrol,Individual,Manual,Second Owner,Maruti
2305,Maruti Alto LXI,2003,60000.0,5000.0,Petrol,Individual,Manual,Second Owner,Maruti
2306,Maruti Alto LXI,2004,70000.0,50000.0,Petrol,Individual,Manual,Second Owner,Maruti
2307,Maruti Alto LXI,2005,56000.0,23000.0,Petrol,Individual,Manual,Second Owner,Maruti
2309,Maruti Alto LXI,2005,100000.0,124000.0,Petrol,Individual,Manual,Second Owner,Maruti
2310,Maruti Alto LXi,2006,60000.0,100000.0,Petrol,Individual,Manual,Second Owner,Maruti
2311,Maruti Alto LXi,2006,75000.0,80000.0,Petrol,Individual,Manual,Third Owner,Maruti
2312,Maruti Alto LXi,2006,100000.0,80000.0,Petrol,Individual,Manual,First Owner,Maruti
2314,Maruti Alto LXi,2006,150000.0,75118.0,Petrol,Individual,Manual,Second Owner,Maruti
2315,Maruti Alto LXi,2007,75000.0,40000.0,Petrol,Individual,Manual,Second Owner,Maruti
2316,Maruti Alto LXi,2007,90000.0,43826.0,Petrol,Dealer,Manual,Second Owner,Maruti
2317,Maruti Alto LXi,2007,90000.0,100000.0,Petrol,Individual,Manual,Second Owner,Maruti
2318,Maruti Alto LXi,2007,95000.0,85000.0,Petrol,Individual,Manual,Second Owner,Maruti
2319,Maruti Alto LXi,2007,100000.0,195000.0,Petrol,Individual,Manual,First Owner,Maruti
2320,Maruti Alto LXi,2007,100000.0,70000.0,Petrol,Individual,Manual,Second Owner,Maruti
2321,Maruti Alto LXi,2007,100000.0,100000.0,Petrol,Individual,Manual,Second Owner,Maruti
2322,Maruti Alto LXi,2007,100000.0,70000.0,Petrol,Individual,Manual,First Owner,Maruti
2323,Maruti Alto LXi,2008,69000.0,100000.0,Petrol,Individual,Manual,First Owner,Maruti
2325,Maruti Alto LXi,2008,70000.0,90000.0,Petrol,Individual,Manual,Second Owner,Maruti
2326,Maruti Alto LXi,2008,95000.0,70000.0,Petrol,Individual,Manual,First Owner,Maruti
2327,Maruti Alto LXi,2008,100000.0,130000.0,Petrol,Individual,Manual,Fourth & Above Owner,Maruti
2328,Maruti Alto LXi,2008,110000.0,90000.0,Petrol,Individual,Manual,Second Owner,Maruti
2329,Maruti Alto LXi,2008,114999.0,30000.0,Petrol,Individual,Manual,First Owner,Maruti
